,identifier,session_identifier,organization_classification,first_action,primary_sponsor_1_clean,primary_sponsor_2_clean,num_sponsors,became_law,referred_to_committee,committee_passages,passed_first_chamber,passed_full_legislature
9921,SB 3944,103rd,upper,2024-05-03,Sara Feigenholtz,,1,False,False,0,False,False
9922,SB 3942,103rd,upper,2024-05-01,Ram Villivalam,,8,False,False,0,False,False
9923,SB 3946,103rd,upper,2024-05-07,Dan McConchie,,1,False,False,0,False,False
9924,SB 3618,103rd,upper,2024-02-09,Andrew Chesney,,2,False,False,0,False,False
9925,SB 3596,103rd,upper,2024-02-09,Andrew Chesney,,6,False,False,0,False,False
9926,HB 5801,102nd,lower,2022-09-02,Charles Meier,,1,False,True,0,False,False
9927,HB 4232,102nd,lower,2021-11-24,Mark Batinick,,1,False,True,0,False,False
9928,SB 12,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9929,HB 377,102nd,lower,2021-01-29,Natalie Manley,,1,False,True,0,False,False
9930,SB 34,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9931,SB 42,102nd,upper,2021-01-29,Donald DeWitte,,1,False,True,0,False,False
9932,SB 69,102nd,upper,2021-01-29,Terri Bryant,,12,False,True,0,False,False
9933,SB 62,102nd,upper,2021-01-29,Ann Williams,Robert Martwick,7,True,True,2,True,True
9934,SB 27,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9935,SB 1,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9936,SB 73,102nd,upper,2021-01-29,Donald DeWitte,,1,False,True,0,False,False
9937,HB 329,102nd,lower,2021-01-27,La Ford,,1,False,True,0,False,False
9938,SB 57,102nd,upper,2021-01-29,Terri Bryant,,1,False,True,0,False,False
9939,SB 63,102nd,upper,2021-01-29,Curtis Tarver II,Robert Peters,25,True,True,2,True,True
9940,HB 337,102nd,lower,2021-01-27,Norine Hammond,,2,False,True,0,False,False
9941,HB 267,102nd,lower,2021-01-25,Sam Yingling,,1,False,True,0,False,False
9942,SB 48,102nd,upper,2021-01-29,Donald DeWitte,,1,False,True,0,False,False
9943,SB 45,102nd,upper,2021-01-29,Terri Bryant,,1,False,True,0,False,False
9944,HB 300,102nd,lower,2021-01-27,La Ford,,1,False,True,0,False,False
9945,HB 371,102nd,lower,2021-01-29,Daniel Didech,,1,False,True,0,False,False
9946,SB 31,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9947,HB 375,102nd,lower,2021-01-29,Nicholas Smith,Scott Bennett,41,True,True,3,True,True
9948,HB 365,102nd,lower,2021-01-28,John Connor,Nicholas Smith,4,True,True,2,True,True
9949,SB 54,102nd,upper,2021-01-29,Terri Bryant,,1,False,True,0,False,False
9950,SB 30,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
9951,HB 313,102nd,lower,2021-01-27,Rita Mayfield,,2,False,True,0,False,False
9952,SB 58,102nd,upper,2021-01-29,Antonio Munoz,Marcus Evans Jr,86,True,True,4,True,True
9953,SB 68,102nd,upper,2021-01-29,Neil Anderson,,1,False,True,0,False,False
9954,SB 46,102nd,upper,2021-01-29,Jason Barickman,Steven Reick,3,False,True,2,True,False
9955,SB 52,102nd,upper,2021-01-29,Kimberly Lightford,,1,False,True,0,False,False
9956,SB 44,102nd,upper,2021-01-29,Robert Martwick,,1,False,True,0,False,False
9957,SB 66,102nd,upper,2021-01-29,Robert Peters,,1,False,True,0,False,False
9958,HB 364,102nd,lower,2021-01-28,Marcus Evans Jr,,1,False,True,0,False,False
9959,HB 314,102nd,lower,2021-01-27,Anthony DeLuca,,3,False,True,0,False,False
9960,HB 3965,102nd,lower,2021-02-22,Marcus Evans Jr,,1,False,True,0,False,False
9961,SB 47,102nd,upper,2021-01-29,Jason Barickman,Michael Halpin,2,True,True,2,True,True
9962,HB 3969,102nd,lower,2021-02-22,Joyce Mason,,3,False,True,0,False,False
9963,HB 5836,102nd,lower,2022-11-10,Denyse Stoneback,,1,False,True,0,False,False
9964,HB 401,102nd,lower,2021-01-29,Martin Moylan,,1,False,True,0,False,False
9965,HB 390,102nd,lower,2021-01-29,Martin Moylan,,10,False,True,0,False,False
9966,HB 399,102nd,lower,2021-01-29,Martin Moylan,Steve Stadelman,10,True,True,2,True,True
9967,HB 389,102nd,lower,2021-01-29,Martin Moylan,,1,False,True,0,False,False
9968,HB 393,102nd,lower,2021-01-29,Martin Moylan,,2,False,True,0,False,False
9969,HB 386,102nd,lower,2021-01-29,Marcus Evans Jr,,1,False,True,0,False,False
9970,HB 415,102nd,lower,2021-01-29,LaToya Greenwood,,3,False,True,2,False,False
9971,HB 416,102nd,lower,2021-01-29,Kelly Burke,Robert Martwick,2,False,True,1,True,False
9972,HB 4828,102nd,lower,2022-01-25,Suzanne Ness,,1,False,True,0,False,False
9973,HB 4802,102nd,lower,2022-01-25,Fred Crespo,,1,False,True,0,False,False
9974,HB 4831,102nd,lower,2022-01-25,Daniel Didech,,1,False,True,0,False,False
9975,HB 4844,102nd,lower,2022-01-25,Anna Moeller,,1,False,True,0,False,False
9976,HB 4800,102nd,lower,2022-01-25,Fred Crespo,,1,False,True,0,False,False
9977,SB 51,102nd,upper,2021-01-29,Don Harmon,,3,False,True,0,False,False
9978,HB 4804,102nd,lower,2022-01-25,Fred Crespo,,1,False,True,0,False,False
9979,HB 4824,102nd,lower,2022-01-25,Dave Severin,,4,False,True,0,False,False
9980,HB 4820,102nd,lower,2022-01-25,Charles Meier,,2,False,True,1,False,False
9981,HB 4801,102nd,lower,2022-01-25,Fred Crespo,,1,False,True,0,False,False
9982,HB 4817,102nd,lower,2022-01-25,Deanne Mazzochi,,1,False,True,0,False,False
9983,HB 4835,102nd,lower,2022-01-25,Chris Bos,,1,False,True,0,False,False
9984,HB 3990,102nd,lower,2021-02-25,Cristina Zayas,Jaime Andrade Jr,2,False,True,2,True,False
9985,HB 4821,102nd,lower,2022-01-25,Dale Fowler,Dave Severin,8,True,True,2,True,True
9986,HB 1762,102nd,lower,2021-02-11,Avery Bourne,,1,False,True,0,False,False
9987,HB 4239,102nd,lower,2021-11-30,Adam Niemerg,,17,False,True,0,False,False
9988,HB 2391,102nd,lower,2021-02-17,Stephanie Kifowit,,5,False,True,0,False,False
9989,SB 157,102nd,upper,2021-02-09,Michael Hastings,Michael Zalewski,49,True,True,5,True,True
9990,HB 4238,102nd,lower,2021-11-30,Greg Harris,,73,False,True,0,False,False
9991,HB 4242,102nd,lower,2021-12-01,Julie Morrison,Lakesia Collins,16,True,True,2,True,True
9992,HB 163,102nd,lower,2021-01-15,Jeff Keicher,,7,False,True,0,False,False
9993,HB 4241,102nd,lower,2021-12-01,Sue Scherer,,3,False,True,0,False,False
9994,HB 128,102nd,lower,2021-01-13,Michael Halpin,,2,False,True,0,False,False
9995,SB 1475,102nd,upper,2021-02-25,Jason Plummer,,17,False,True,1,False,False
9996,HB 4063,102nd,lower,2021-03-25,Stephanie Kifowit,,3,False,True,0,False,False
9997,HB 1462,102nd,lower,2021-02-11,Janet Rohr,,29,False,True,2,False,False
9998,HB 5019,102nd,lower,2022-01-26,Kathleen Willis,,1,False,True,0,False,False
9999,HB 5423,102nd,lower,2022-01-28,Jawaharial Williams,,1,False,True,0,False,False
10000,HB 4215,102nd,lower,2021-11-15,Karina Villa,Maurice West II,10,False,True,2,True,False
10001,HB 4850,102nd,lower,2022-01-25,Karina Villa,Will Guzzardi,8,False,True,2,True,False
10002,HB 273,102nd,lower,2021-01-25,Blaine Wilhour,,7,False,True,0,False,False
10003,HB 1847,102nd,lower,2021-02-16,Don Harmon,Will Guzzardi,9,False,True,1,True,False
10004,HB 4357,102nd,lower,2022-01-05,William Davis,,1,False,True,1,False,False
10005,HB 4846,102nd,lower,2022-01-25,Ann Gillespie,Lawrence Walsh Jr,3,False,True,2,True,False
10006,HB 2871,102nd,lower,2021-02-18,Natalie Manley,,2,False,True,0,False,False
10007,HB 85,102nd,lower,2021-01-13,Mary Flowers,,2,False,True,0,False,False
10008,HB 277,102nd,lower,2021-01-26,Mattie Hunter,Sonya Harper,18,False,True,1,True,False
10009,HB 252,102nd,lower,2021-01-25,Lawrence Walsh Jr,,1,False,True,0,False,False
10010,HB 58,102nd,lower,2021-01-13,Adriane Johnson,Daniel Didech,32,True,True,3,True,True
10011,HB 7,102nd,lower,2021-01-13,Rita Mayfield,,17,False,True,2,False,False
10012,HB 168,102nd,lower,2021-01-19,Daniel Didech,Linda Holmes,13,True,True,2,True,True
10013,HB 285,102nd,lower,2021-01-26,Jason Barickman,Thomas Bennett,14,False,True,1,True,False
10014,HB 236,102nd,lower,2021-01-22,Lawrence Walsh Jr,,1,False,True,0,False,False
10015,HB 38,102nd,lower,2021-01-13,Maurice West II,,2,False,True,0,False,False
10016,HB 162,102nd,lower,2021-01-15,Jeff Keicher,Julie Morrison,11,False,True,2,True,False
10017,SB 495,102nd,upper,2021-02-23,Jason Barickman,,1,False,True,0,False,False
10018,SB 530,102nd,upper,2021-02-23,Bill Cunningham,,3,False,True,0,False,False
10019,SB 541,102nd,upper,2021-02-23,Sara Feigenholtz,,1,False,True,0,False,False
10020,SB 479,102nd,upper,2021-02-23,Bill Cunningham,,1,False,True,0,False,False
10021,SB 509,102nd,upper,2021-02-23,Donald DeWitte,,1,False,True,0,False,False
10022,SB 504,102nd,upper,2021-02-23,Donald DeWitte,,1,False,True,0,False,False
10023,SB 553,102nd,upper,2021-02-23,Jil Tracy,,1,False,True,0,False,False
10024,SB 544,102nd,upper,2021-02-23,Jonathan Carroll,Sara Feigenholtz,11,True,True,2,True,True
10025,SB 540,102nd,upper,2021-02-23,Sara Feigenholtz,,1,False,True,0,False,False
10026,SB 573,102nd,upper,2021-02-23,John Amico,Ram Villivalam,4,True,True,2,True,True
10027,SB 549,102nd,upper,2021-02-23,Jil Tracy,,1,False,True,0,False,False
10028,SB 483,102nd,upper,2021-02-23,Cristina Castro,,2,False,True,0,False,False
10029,SB 563,102nd,upper,2021-02-23,Omar Aquino,,5,False,True,1,False,False
10030,SB 475,102nd,upper,2021-02-23,Sara Feigenholtz,,1,False,True,0,False,False
10031,HB 3973,102nd,lower,2021-02-23,Fred Crespo,,1,False,True,0,False,False
10032,SB 468,102nd,upper,2021-02-23,Brian Stewart,,1,False,True,0,False,False
10033,SB 580,102nd,upper,2021-02-23,Don Harmon,,1,False,True,0,False,False
10034,SB 466,102nd,upper,2021-02-23,Brian Stewart,,1,False,True,0,False,False
10035,SB 490,102nd,upper,2021-02-23,Win Stoller,,1,False,True,0,False,False
10036,SB 501,102nd,upper,2021-02-23,Donald DeWitte,Keith Wheeler,4,True,True,2,True,True
10037,SB 489,102nd,upper,2021-02-23,Neil Anderson,,2,False,True,0,False,False
10038,SB 484,102nd,upper,2021-02-23,Cristina Castro,,8,False,True,0,False,False
10039,SB 497,102nd,upper,2021-02-23,Jason Barickman,,1,False,True,0,False,False
10040,SB 506,102nd,upper,2021-02-23,Elizabeth Hernandez,Jacqueline Collins,19,True,True,2,True,True
10041,SB 534,102nd,upper,2021-02-23,Dale Fowler,,7,False,True,0,False,False
10042,SB 494,102nd,upper,2021-02-23,Dave Syverson,,1,False,True,0,False,False
10043,HB 219,102nd,lower,2021-01-21,Ann Gillespie,Jonathan Carroll,39,True,True,3,True,True
10044,HB 5765,102nd,lower,2022-06-22,David Vella,,2,False,True,0,False,False
10045,SB 514,102nd,upper,2021-02-23,Michael Hastings,,1,False,True,0,False,False
10046,SB 463,102nd,upper,2021-02-23,Brian Stewart,,1,False,True,0,False,False
10047,SB 488,102nd,upper,2021-02-23,Brian Stewart,,1,False,True,0,False,False
10048,SB 510,102nd,upper,2021-02-23,Donald DeWitte,,1,False,True,0,False,False
10049,SB 464,102nd,upper,2021-02-23,Brian Stewart,,1,False,True,0,False,False
10050,HB 4108,102nd,lower,2021-07-12,Jonathan Carroll,,1,False,True,0,False,False
10051,HB 3871,102nd,lower,2021-02-19,Fred Crespo,,3,False,True,0,False,False
10052,HB 3008,102nd,lower,2021-02-18,Tim Ozinga,,1,False,True,0,False,False
10053,HB 3151,102nd,lower,2021-02-18,Joyce Mason,,1,False,True,0,False,False
10054,HB 28,102nd,lower,2021-01-13,Maurice West II,,5,False,True,0,False,False
10055,HB 666,102nd,lower,2021-02-05,Marcus Evans Jr,,1,False,True,0,False,False
10056,HB 3609,102nd,lower,2021-02-19,Mary Flowers,,1,False,True,0,False,False
10057,HB 529,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10058,HB 2946,102nd,lower,2021-02-18,Bob Morgan,,1,False,True,0,False,False
10059,HB 149,102nd,lower,2021-01-14,Bob Morgan,,1,False,True,0,False,False
10060,HB 517,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10061,HB 3408,102nd,lower,2021-02-19,Tom Morrison,,1,False,True,0,False,False
10062,HB 3820,102nd,lower,2021-02-19,Jay Hoffman,Michael Hastings,7,False,True,2,True,False
10063,HB 92,102nd,lower,2021-01-13,Mary Flowers,,1,False,True,0,False,False
10064,HB 259,102nd,lower,2021-01-25,Kambium Buckner,,3,False,True,0,False,False
10065,HB 2657,102nd,lower,2021-02-18,Robert Rita,,1,False,True,0,False,False
10066,HB 3791,102nd,lower,2021-02-19,Lawrence Walsh Jr,,1,False,True,0,False,False
10067,HB 586,102nd,lower,2021-02-03,Janet Rohr,,2,False,True,0,False,False
10068,HB 242,102nd,lower,2021-01-25,Thaddeus Jones,,1,False,True,0,False,False
10069,HB 294,102nd,lower,2021-01-26,Kathleen Willis,,2,False,True,0,False,False
10070,HB 422,102nd,lower,2021-02-01,LaToya Greenwood,,1,False,True,0,False,False
10071,HB 3521,102nd,lower,2021-02-19,Keith Wheeler,,1,False,True,0,False,False
10072,HB 3707,102nd,lower,2021-02-19,Sam Yingling,,1,False,True,0,False,False
10073,HB 771,102nd,lower,2021-02-08,Jay Hoffman,,1,False,True,0,False,False
10074,HB 256,102nd,lower,2021-01-25,Kambium Buckner,,15,False,True,0,False,False
10075,HB 3066,102nd,lower,2021-02-18,Kelly Burke,,2,False,True,0,False,False
10076,HB 3456,102nd,lower,2021-02-19,La Ford,,3,False,True,0,False,False
10077,HB 3586,102nd,lower,2021-02-19,Justin Slaughter,,1,False,True,0,False,False
10078,SB 515,102nd,upper,2021-02-23,Ann Williams,Michael Hastings,3,True,True,2,True,True
10079,SB 282,102nd,upper,2021-02-19,Omar Aquino,,5,False,True,0,False,False
10080,HB 4818,102nd,lower,2022-01-25,Christopher Belt,LaToya Greenwood,15,True,True,3,True,True
10081,SB 931,102nd,upper,2021-02-25,Ram Villivalam,Theresa Mah,5,False,True,1,True,False
10082,HB 4248,102nd,lower,2021-12-03,David Friess,,2,False,True,1,False,False
10083,HB 4254,102nd,lower,2021-12-03,Tony McCombie,,16,False,True,0,False,False
10084,HB 4250,102nd,lower,2021-12-03,David Friess,,2,False,True,0,False,False
10085,HB 133,102nd,lower,2021-01-13,Rita Mayfield,,2,False,True,0,False,False
10086,HB 450,102nd,lower,2021-02-02,Deb Conroy,,4,False,True,0,False,False
10087,HB 5011,102nd,lower,2022-01-26,Justin Slaughter,,1,False,True,0,False,False
10088,HB 5022,102nd,lower,2022-01-26,Edgar Gonzalez Jr,,1,False,True,0,False,False
10089,HB 4966,102nd,lower,2022-01-26,Kelly Cassidy,,2,False,True,0,False,False
10090,HB 4961,102nd,lower,2022-01-26,Edgar Gonzalez Jr,,1,False,True,0,False,False
10091,SB 3090,102nd,upper,2022-01-11,Michael Zalewski,Ram Villivalam,2,False,True,1,True,False
10092,HB 4982,102nd,lower,2022-01-26,Tony McCombie,,1,False,True,0,False,False
10093,SB 4058,102nd,upper,2022-01-26,Meg Cappel,,1,False,True,0,False,False
10094,HB 4967,102nd,lower,2022-01-26,Robyn Gabel,,1,False,True,0,False,False
10095,SB 26,102nd,upper,2021-01-29,Don Harmon,,1,False,True,1,False,False
10096,SB 654,102nd,upper,2021-02-24,Aaron Ortiz,Robert Peters,28,True,True,3,True,True
10097,SB 4235,102nd,upper,2022-11-14,Jil Tracy,,1,False,True,0,False,False
10098,SB 4220,102nd,upper,2022-11-14,Laura Ellman,,1,False,True,0,False,False
10099,HB 5841,102nd,lower,2022-11-14,Kambium Buckner,,1,False,True,0,False,False
10100,HB 5838,102nd,lower,2022-11-14,Denyse Stoneback,,1,False,True,0,False,False
10101,SB 4208,102nd,upper,2022-11-14,Don Harmon,,1,False,True,0,False,False
10102,HB 4879,102nd,lower,2022-01-25,Jim Durkin,,1,False,True,1,False,False
10103,HB 549,102nd,lower,2021-02-02,Marcus Evans Jr,,1,False,True,0,False,False
10104,HB 542,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10105,HB 500,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10106,HB 466,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10107,HB 459,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10108,HB 452,102nd,lower,2021-02-02,Laura Fine,Michelle Mussman,4,True,True,2,True,True
10109,HB 523,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10110,HB 553,102nd,lower,2021-02-02,Marcus Evans Jr,,7,False,True,0,False,False
10111,HB 541,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10112,HB 479,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10113,HB 458,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10114,HB 530,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10115,HB 547,102nd,lower,2021-02-02,Tim Butler,,1,False,True,0,False,False
10116,HB 504,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10117,HB 487,102nd,lower,2021-02-02,Sam Yingling,,1,False,True,0,False,False
10118,SB 662,102nd,upper,2021-02-24,Ann Gillespie,Jonathan Carroll,3,True,True,2,True,True
10119,HB 281,102nd,lower,2021-01-26,Debbie Martin,,2,False,True,0,False,False
10120,SB 619,102nd,upper,2021-02-24,Patrick Joyce,,1,False,True,0,False,False
10121,SB 623,102nd,upper,2021-02-24,Patrick Joyce,,1,False,True,0,False,False
10122,SB 603,102nd,upper,2021-02-24,Angie Cuellar,Bill Cunningham,5,True,True,2,True,True
10123,SB 614,102nd,upper,2021-02-24,Brian Stewart,,1,False,True,0,False,False
10124,SB 641,102nd,upper,2021-02-24,Kelly Burke,Laura Murphy,13,True,True,2,True,True
10125,SB 658,102nd,upper,2021-02-24,Bill Cunningham,Lawrence Walsh Jr,5,True,True,5,True,True
10126,SB 628,102nd,upper,2021-02-24,John Curran,,2,False,True,0,False,False
10127,SB 647,102nd,upper,2021-02-24,Ram Villivalam,,21,False,True,0,False,False
10128,HB 5042,102nd,lower,2022-01-26,Dale Fowler,Dave Severin,14,False,True,1,True,False
10129,SB 661,102nd,upper,2021-02-24,Ann Gillespie,Lindsey LaPointe,11,True,True,3,True,True
10130,SB 646,102nd,upper,2021-02-24,Cristina Castro,,1,False,True,0,False,False
10131,SB 595,102nd,upper,2021-02-24,Jason Barickman,,5,True,True,2,True,True
10132,SB 632,102nd,upper,2021-02-24,Kelly Burke,Laura Murphy,6,True,True,2,True,True
10133,HB 5080,102nd,lower,2022-01-26,Michael Halpin,,1,False,True,1,False,False
10134,HB 5049,102nd,lower,2022-01-26,Jay Hoffman,Ram Villivalam,4,True,True,3,True,True
10135,HB 1920,102nd,lower,2021-02-16,Mark Batinick,,9,False,True,0,False,False
10136,HB 5077,102nd,lower,2022-01-26,Michael Zalewski,,1,False,True,0,False,False
10137,HB 3980,102nd,lower,2021-02-24,Suzanne Ness,,4,False,True,0,False,False
10138,HB 5068,102nd,lower,2022-01-26,Joe Sosnowski,,1,False,True,0,False,False
10139,SB 625,102nd,upper,2021-02-24,Jacqueline Collins,,1,False,True,0,False,False
10140,SB 638,102nd,upper,2021-02-24,Laura Murphy,,1,False,True,0,False,False
10141,SB 610,102nd,upper,2021-02-24,Brian Stewart,,5,False,True,0,False,False
10142,HB 5082,102nd,lower,2022-01-26,Michael Zalewski,,1,False,True,0,False,False
10143,SB 3189,102nd,upper,2022-01-13,Anthony DeLuca,Patrick Joyce,14,True,True,2,True,True
10144,HB 2721,102nd,lower,2021-02-18,Greg Harris,,2,False,True,0,False,False
10145,HB 2719,102nd,lower,2021-02-18,Greg Harris,,2,False,True,0,False,False
10146,HB 1832,102nd,lower,2021-02-16,Rita Mayfield,,2,False,True,0,False,False
10147,HB 2257,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
10148,HB 2313,102nd,lower,2021-02-16,Jim Durkin,,1,False,True,1,False,False
10149,HB 4262,102nd,lower,2021-12-08,Michelle Mussman,,1,False,True,0,False,False
10150,SB 2423,102nd,upper,2021-02-26,Napoleon Harris,,1,False,True,0,False,False
10151,SB 2278,102nd,upper,2021-02-26,Maurice West II,Steve Stadelman,5,True,True,2,True,True
10152,SB 2149,102nd,upper,2021-02-26,Craig Wilcox,,1,False,True,1,False,False
10153,SB 2210,102nd,upper,2021-02-26,Jason Plummer,,1,False,True,0,False,False
10154,SB 2564,102nd,upper,2021-02-26,Don Harmon,,1,False,True,0,False,False
10155,SB 2489,102nd,upper,2021-02-26,Ram Villivalam,,2,False,True,0,False,False
10156,SB 2528,102nd,upper,2021-02-26,Craig Wilcox,,1,False,True,0,False,False
10157,SB 2266,102nd,upper,2021-02-26,Steve McClure,,1,False,True,0,False,False
10158,HB 5723,102nd,lower,2022-03-11,Mark Batinick,,39,False,True,0,False,False
10159,SB 2258,102nd,upper,2021-02-26,Chapin Rose,,1,False,True,0,False,False
10160,SB 2322,102nd,upper,2021-02-26,Sara Feigenholtz,,2,False,True,0,False,False
10161,SB 2219,102nd,upper,2021-02-26,Jason Plummer,,1,False,True,0,False,False
10162,SB 2397,102nd,upper,2021-02-26,Cristina Castro,,1,False,True,0,False,False
10163,SB 2220,102nd,upper,2021-02-26,Jason Plummer,,4,False,True,0,False,False
10164,SB 2401,102nd,upper,2021-02-26,Laura Murphy,,1,False,True,0,False,False
10165,SB 2203,102nd,upper,2021-02-26,Elgie Sims Jr,,1,False,True,0,False,False
10166,SB 2251,102nd,upper,2021-02-26,Sue Rezin,,5,False,True,0,False,False
10167,SB 2206,102nd,upper,2021-02-26,Jason Plummer,,4,False,True,0,False,False
10168,SB 2441,102nd,upper,2021-02-26,Mattie Hunter,,1,False,True,0,False,False
10169,SB 1334,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
10170,SB 837,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
10171,SB 1016,102nd,upper,2021-02-25,Keith Wheeler,Linda Holmes,16,True,True,2,True,True
10172,SB 858,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
10173,SB 1188,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
10174,SB 1348,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
10175,SB 1056,102nd,upper,2021-02-25,Michael Halpin,Robert Martwick,3,True,True,3,True,True
10176,SB 811,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
10177,SB 993,102nd,upper,2021-02-25,Don Harmon,,2,False,True,1,False,False
10178,SB 1408,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
10179,SB 716,102nd,upper,2021-02-25,Don Harmon,,1,False,True,1,False,False
10180,SB 1306,102nd,upper,2021-02-25,Dan McConchie,,1,False,True,1,False,False
